seller_id,sdr_id,sr_id,won_date,business_segment,lead_type,lead_behaviour_profile,business_type,first_contact_date,landing_page_id,origin,seller_acquisition_days,seller_days_withOlist,product_count,days_diff_estimated_delivered_avg,days_deliver_avg,hours_approve_avg,shipping_days_avg,review_score_avg,freight_value_avg,product_nunique,customer_nunique,order_nunique,total_sold,order_purchase_timestamp_mostrecent,order_delivered_customer_date_mostrecent,order_item_id_mostrecent,order_purchase_timestamp_first,order_delivered_customer_date_first,days_to_first_sale,won_month,contact_month
f7a0d94e966c5665355a182d5b199fcf,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-28,construction_tools_house_garden,online_medium,cat,reseller,2018-02-04,88740e65d5d6b056e0cda098e1ea6313,social,24,181,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,2,2
b566ab0ef88016e00422755e305103c6,de63de0d10a6012430098db33c679b0b,d3d1e91a157ea7f90548eef82f1955e3,2018-02-23,construction_tools_house_garden,online_big,cat,reseller,2018-02-21,b6885f18d203a61176418c1fb3764815,paid_search,2,187,5,7.8,12.6,3.8176666666666668,11.4,3.2,44.044,4,5,5,1208.0,2018-07-23,2018-07-31,1.0,2018-03-11,2018-04-02,15.0,2,2
2d2322d842118867781fc737e96d59a1,09285259593c61296eef10c734121d5b,2695de1affa7750089c0455f8ce27021,2018-05-22,household_utilities,online_medium,cat,reseller,2018-04-15,22c29808c4f815213303f8933030604c,direct_traffic,37,99,10,5.3,6.7,26.971416666666663,4.5,4.9,10.497000000000002,5,8,8,176.4,2018-08-25,2018-08-29,3.0,2018-06-08,2018-06-18,16.0,5,4
e7012030d0fdd1d3ca504f6de7909c35,4b339f9567d060bcea4f5136b9f5949e,9ae085775a198122c5586fa830ff7f2b,2018-06-14,toys,online_big,wolf,reseller,2018-01-23,30077c17f2ec5010a82e37ad8925b95f,direct_traffic,142,76,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,6,1
9e7c5f4d7770eab65738cca38f9efccf,068066e24f0c643eb1d089c7dd20cd73,de63de0d10a6012430098db33c679b0b,2018-04-10,sports_leisure,online_medium,cat,reseller,2018-04-05,1ceb590cd1e00c7ee95220971f82693d,paid_search,5,141,2,13.0,7.0,0.32611111111111113,7.0,3.5,19.04,2,2,2,184.8,2018-08-07,2018-08-14,1.0,2018-06-01,2018-06-08,52.0,4,4
df91910b6a03bb2e3358fa6a35e32f6f,09285259593c61296eef10c734121d5b,060c0a26f19f4d66b42e0d8796688490,2018-04-10,food_drink,online_medium,cat,manufacturer,2018-04-03,2f08471dfb83baef522f952438a36f6e,referral,7,140,14,12.307692307692308,8.846153846153847,10.426746031746031,6.230769230769231,4.357142857142857,28.215714285714288,4,14,14,2312.1000000000004,2018-08-14,2018-08-23,1.0,2018-06-24,2018-06-29,74.0,4,4
92d46311e4fa7583d14c351fdc881af6,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe,2018-01-26,food_supplement,industry,missing,manufacturer,2018-01-22,22c29808c4f815213303f8933030604c,organic_search,4,214,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,1,1
249f0e9905a6e06ad6c6bea7547ab9f6,9d12ef1a7eca3ec58c545c678af7869c,fbf4aef3f6915dc0c3c97d6812522f6a,2018-05-11,home_decor,online_medium,cat,manufacturer,2018-05-09,22c29808c4f815213303f8933030604c,organic_search,2,109,3,18.666666666666668,5.666666666666667,3.445555555555556,3.3333333333333335,3.6666666666666665,13.013333333333335,3,3,3,347.95,2018-08-03,2018-08-10,2.0,2018-06-25,2018-06-29,44.0,5,5
b494891378bd8f4560abe576c52deacd,b90f87164b5f8c2cfa5c8572834dbe3f,4ef15afb4b2723d8f3d81e51ec7afefe,2018-06-19,health_beauty,online_top,cat,reseller,2018-05-24,22c29808c4f815213303f8933030604c,organic_search,26,71,22,6.523809523809524,4.666666666666667,7.832222222222222,4.0,4.636363636363637,14.17818181818182,21,20,20,2958.900000000001,2018-08-20,2018-08-27,2.0,2018-06-28,2018-07-04,9.0,6,5
8c45b4bc4b5c1e2a4e789b4466a39b77,56bf83c4bb35763a51c2baab501b4c67,c638112b43f1d1b86dcabb0da720c901,2018-02-07,bed_bath_table,offline,missing,reseller,2017-12-15,40dec9f3d5259a3d2dbcdab2114fae47,organic_search,54,203,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,2,12
49f6ca9231352dedda1ad1176ce70531,9e4d1098a3b0f5da39b0bc48f9876645,060c0a26f19f4d66b42e0d8796688490,2018-04-16,health_beauty,online_small,cat,reseller,2018-03-29,58326e62183c14b0c03085c33b9fdc44,social,18,135,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,3
7d13fca15225358621be4086e1eb0964,56bf83c4bb35763a51c2baab501b4c67,9ae085775a198122c5586fa830ff7f2b,2018-02-08,watches,online_big,missing,reseller,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown,17,201,574,10.003521126760564,15.220070422535212,9.193416569879991,11.411971830985916,4.001742160278746,14.91817073170729,57,561,561,113091.18999999978,2018-08-25,2018-09-05,5.0,2018-02-14,2018-02-23,6.0,2,1
efa89b428cbc422ba9313b4fc6feafc7,56bf83c4bb35763a51c2baab501b4c67,d3d1e91a157ea7f90548eef82f1955e3,2018-02-16,fashion_accessories,online_beginner,missing,manufacturer,2018-01-09,b76ef37428e6799c421989521c0e5077,unknown,38,194,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,2,1
cb3666965a560e723403683bd378a5f7,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-22,jewerly,online_medium,missing,manufacturer,2018-01-10,30077c17f2ec5010a82e37ad8925b95f,direct_traffic,43,188,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,2,1
e819bcfade7b5d88a27325eb6cfd62c5,068066e24f0c643eb1d089c7dd20cd73,9ae085775a198122c5586fa830ff7f2b,2018-02-12,home_decor,industry,missing,manufacturer,2018-02-05,22c29808c4f815213303f8933030604c,organic_search,7,198,11,6.181818181818182,8.545454545454545,0.7030555555555555,3.1818181818181817,3.5454545454545454,12.304545454545455,4,5,5,202.90000000000003,2018-08-20,2018-08-29,5.0,2018-07-20,2018-07-30,158.0,2,2
70c27847eca8195c983ed7e798c56743,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-08,pet,online_small,missing,reseller,2018-01-16,88740e65d5d6b056e0cda098e1ea6313,social,23,201,98,10.89795918367347,10.408163265306122,3.765924036281181,5.418367346938775,4.204081632653061,14.812857142857144,20,77,77,12077.519999999988,2018-08-22,2018-08-30,3.0,2018-04-03,2018-04-14,53.0,2,1
556a6409838156ea299c9d1f9e2dde43,4b339f9567d060bcea4f5136b9f5949e,fbf4aef3f6915dc0c3c97d6812522f6a,2018-04-06,household_utilities,industry,shark,reseller,2018-03-26,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,11,144,4,12.25,7.0,23.381249999999998,5.5,3.25,21.71,4,4,4,1362.8,2018-08-11,2018-08-18,1.0,2018-06-19,2018-06-29,73.0,4,3
a4fc6eadaff1576af888509a53420f6a,09285259593c61296eef10c734121d5b,6565aa9ce3178a5caf6171827af3a9ba,2018-04-13,computers,online_beginner,cat,reseller,2018-04-12,df99f969c517db441d373ae68b2955c9,paid_search,1,138,1,5.0,28.0,0.3566666666666667,15.0,3.0,20.76,1,1,1,100.86,2018-05-22,2018-06-20,1.0,2018-05-22,2018-06-20,39.0,4,4
0975b0dd18febd1008391fa53dff0891,370c9f455f93a9a96cbe9bea48e70033,85fc447d336637ba1df43e793199fbc8,2018-04-18,party,online_medium,eagle,manufacturer,2018-04-11,8515f4df7468489ed6bced112f86e360,organic_search,7,132,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,4
4fae87d32467e18eb46e4a76a0a0b9ce,9d12ef1a7eca3ec58c545c678af7869c,a8387c01a09e99ce014107505b92388c,2018-07-19,small_appliances,online_medium,cat,reseller,2018-01-13,22c29808c4f815213303f8933030604c,organic_search,187,40,1,11.0,6.0,0.3977777777777778,4.0,5.0,19.9,1,1,1,100.9,2018-08-17,2018-08-24,1.0,2018-08-17,2018-08-24,29.0,7,1
3525be8392a4fa3274c459bcfee41eef,4b339f9567d060bcea4f5136b9f5949e,de63de0d10a6012430098db33c679b0b,2018-07-04,food_supplement,online_small,cat,reseller,2018-03-10,22c29808c4f815213303f8933030604c,unknown,116,55,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,7,3
8b181ee5518df84f18f4e1a43fe07923,09285259593c61296eef10c734121d5b,de63de0d10a6012430098db33c679b0b,2018-04-25,health_beauty,online_medium,shark,reseller,2018-03-22,0b9430edcbf2d9a95148c806af2b6699,unknown,34,126,1,21.0,14.0,0.23055555555555557,8.0,5.0,27.08,1,1,1,27.9,2018-05-30,2018-06-13,1.0,2018-05-30,2018-06-13,35.0,4,3
d594982fd877af63ace38ea1fca27c76,09285259593c61296eef10c734121d5b,fbf4aef3f6915dc0c3c97d6812522f6a,2018-06-05,audio_video_electronics,industry,wolf,reseller,2018-05-16,0b9430edcbf2d9a95148c806af2b6699,organic_search,20,84,7,12.285714285714286,7.714285714285714,33.89952380952381,4.428571428571429,4.428571428571429,13.237142857142857,2,7,7,217.04,2018-08-21,2018-08-28,1.0,2018-06-29,2018-07-10,24.0,6,5
90269579385b838ce9bd577dcec278a4,34d40cdaf94010a1d05b0d6212f9e909,85fc447d336637ba1df43e793199fbc8,2018-05-30,pet,industry,cat,manufacturer,2018-05-25,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,5,91,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,5,5
398cb257329ef7af7f1943a8974a3cbc,a8387c01a09e99ce014107505b92388c,9ae085775a198122c5586fa830ff7f2b,2018-03-06,food_drink,online_medium,cat,manufacturer,2018-02-24,22c29808c4f815213303f8933030604c,organic_search,10,176,1,17.0,7.0,5.378333333333333,4.0,5.0,15.47,1,1,1,145.9,2018-07-20,2018-07-27,1.0,2018-07-20,2018-07-27,135.0,3,2
26e2c91ef821e1ff8985f408788fe35b,4b339f9567d060bcea4f5136b9f5949e,6565aa9ce3178a5caf6171827af3a9ba,2018-02-06,bed_bath_table,online_beginner,missing,manufacturer,2018-01-04,a0fbc0263cb98bdb0d72b9f9f283a172,direct_traffic,33,203,14,-0.35714285714285715,24.5,8.642242063492064,21.357142857142858,3.0,19.605,10,12,12,1649.4,2018-07-24,2018-08-02,2.0,2018-02-20,2018-03-20,13.0,2,1
dedcab67899479e4ea5dcc4eba47f587,56bf83c4bb35763a51c2baab501b4c67,d3d1e91a157ea7f90548eef82f1955e3,2018-05-15,car_accessories,online_medium,missing,reseller,2018-01-16,b76ef37428e6799c421989521c0e5077,unknown,119,105,2,4.0,5.0,15.328194444444446,2.5,4.5,10.82,1,2,2,84.0,2018-08-17,2018-08-24,1.0,2018-06-10,2018-06-14,26.0,5,1
ca4b77513ac2040591b0d8fae6958380,370c9f455f93a9a96cbe9bea48e70033,a8387c01a09e99ce014107505b92388c,2018-06-11,health_beauty,online_medium,cat,reseller,2018-04-06,649b7b8b46b254497e92038d88f6ced8,social,66,79,15,2.066666666666667,7.133333333333334,2.8159259259259257,4.933333333333334,4.466666666666667,13.411333333333335,12,14,14,1772.45,2018-08-22,2018-08-30,2.0,2018-07-15,2018-07-20,34.0,6,4
ae9d6bb89361dff26edbccc7e1c2911d,068066e24f0c643eb1d089c7dd20cd73,2695de1affa7750089c0455f8ce27021,2018-04-27,fashion_accessories,online_beginner,cat,manufacturer,2018-04-17,22c29808c4f815213303f8933030604c,organic_search,10,124,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,4
da3eab58892c04039f4cd5ecb09ae260,9d12ef1a7eca3ec58c545c678af7869c,c638112b43f1d1b86dcabb0da720c901,2018-03-27,home_decor,offline,eagle,manufacturer,2018-03-27,b76ef37428e6799c421989521c0e5077,unknown,0,154,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,3,3
6e4a902d1054e4e17aa6eab87fac1c75,34d40cdaf94010a1d05b0d6212f9e909,2695de1affa7750089c0455f8ce27021,2018-06-18,audio_video_electronics,offline,wolf,reseller,2018-04-23,7fa6214d82e911d070f51ef79381b956,direct_traffic,56,72,8,4.125,5.75,3.2160069444444446,3.25,4.25,13.64125,4,7,7,586.5699999999999,2018-08-21,2018-08-24,2.0,2018-08-06,2018-08-14,49.0,6,4
2d42ebcda99fd55f6f4bc2f1ca035d50,4b339f9567d060bcea4f5136b9f5949e,9e4d1098a3b0f5da39b0bc48f9876645,2018-04-11,home_decor,online_big,cat,reseller,2018-02-25,88740e65d5d6b056e0cda098e1ea6313,social,45,140,11,13.545454545454545,9.272727272727273,6.565429292929294,7.818181818181818,4.0,25.679090909090913,3,10,10,921.5,2018-08-08,2018-08-17,2.0,2018-06-24,2018-07-02,74.0,4,2
04843805947f0fc584fc1969b6e50fe7,9d12ef1a7eca3ec58c545c678af7869c,fbf4aef3f6915dc0c3c97d6812522f6a,2018-04-18,home_decor,online_big,cat,manufacturer,2018-03-26,58326e62183c14b0c03085c33b9fdc44,social,23,132,2,-1.0,15.0,0.2525,6.0,5.0,37.38,1,1,1,1400.0,2018-08-05,2018-08-20,2.0,2018-08-05,2018-08-20,108.0,4,3
d9d057968270cdb30c14cba606d5dc90,4b339f9567d060bcea4f5136b9f5949e,495d4e95a8cf8bbf8b432b612a2aa328,2018-03-29,car_accessories,online_medium,missing,reseller,2018-01-12,22c29808c4f815213303f8933030604c,unknown,76,152,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,3,1
d4dcd3a31f5f19aea2f258a568517a4f,fdb16d3cbbeb5798f2f66c4096be026d,060c0a26f19f4d66b42e0d8796688490,2018-02-22,food_drink,industry,missing,manufacturer,2018-02-04,22c29808c4f815213303f8933030604c,organic_search,18,188,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,2,2
28760737b4b82d4479ddff8db5e9f71f,9e4d1098a3b0f5da39b0bc48f9876645,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-27,pet,online_medium,cat,manufacturer,2018-02-14,b76ef37428e6799c421989521c0e5077,unknown,13,182,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,2,2
0dccb6973ef48a00fbcccfe907181ab0,34d40cdaf94010a1d05b0d6212f9e909,a8387c01a09e99ce014107505b92388c,2018-06-11,food_supplement,online_beginner,cat,reseller,2018-05-29,22c29808c4f815213303f8933030604c,organic_search,13,79,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,6,5
751e274377499a8503fd6243ad9c56f6,9749123c950bf8363ace42cb1c2d0815,4ef15afb4b2723d8f3d81e51ec7afefe,2018-07-30,audio_video_electronics,online_big,cat,reseller,2018-03-07,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,145,30,2,5.0,1.0,0.38722222222222225,1.0,5.0,8.92,1,1,1,218.0,2018-08-20,2018-08-22,2.0,2018-08-20,2018-08-22,21.0,7,3
93a55b2252867fd7df54c78cbd5c6d95,56bf83c4bb35763a51c2baab501b4c67,fbf4aef3f6915dc0c3c97d6812522f6a,2018-04-02,construction_tools_house_garden,offline,cat,reseller,2018-03-23,b76ef37428e6799c421989521c0e5077,unknown,10,149,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,3
1185ae3e5ac0463c854dad54fc8fc9e1,34d40cdaf94010a1d05b0d6212f9e909,495d4e95a8cf8bbf8b432b612a2aa328,2018-04-13,bags_backpacks,industry,cat,manufacturer,2018-04-10,b76ef37428e6799c421989521c0e5077,unknown,3,138,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,4
2646baaf662d4d92ac48f047e35db92d,9d12ef1a7eca3ec58c545c678af7869c,4ef15afb4b2723d8f3d81e51ec7afefe,2018-03-23,construction_tools_house_garden,online_medium,eagle,reseller,2018-03-22,b76ef37428e6799c421989521c0e5077,unknown,1,158,18,10.666666666666666,5.111111111111111,7.012114197530865,3.5,4.555555555555555,15.90777777777778,10,15,15,1263.0500000000002,2018-08-09,2018-08-17,3.0,2018-04-29,2018-05-02,37.0,3,3
e433f5fd4050e3352b5d83522b7fe24b,a8387c01a09e99ce014107505b92388c,9e4d1098a3b0f5da39b0bc48f9876645,2018-04-26,construction_tools_house_garden,online_medium,cat,manufacturer,2018-04-05,f017be4dbf86243af5c1ebed0cff36a2,organic_search,21,125,1,6.0,7.0,15.406666666666666,3.0,4.0,48.71,1,1,1,548.06,2018-08-23,2018-08-30,1.0,2018-08-23,2018-08-30,119.0,4,4
5cc5fe3c6e303fb7656ee7b0ca21ed58,9e4d1098a3b0f5da39b0bc48f9876645,6565aa9ce3178a5caf6171827af3a9ba,2018-03-12,jewerly,online_small,cat,reseller,2018-02-10,88740e65d5d6b056e0cda098e1ea6313,social,30,170,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,3,2
dc64d75cc406bb0697be983831430e60,f42a2bd194f7802ab052a815c8de65b7,85fc447d336637ba1df43e793199fbc8,2018-04-30,audio_video_electronics,online_small,cat,reseller,2018-04-13,22c29808c4f815213303f8933030604c,organic_search,17,120,4,12.5,10.0,3.131388888888889,9.25,4.75,23.1375,2,4,4,813.0,2018-08-16,2018-08-22,1.0,2018-05-22,2018-06-04,21.0,4,4
08d1c9478fb0d7d7fcac9c0da4e82fc7,4b339f9567d060bcea4f5136b9f5949e,de63de0d10a6012430098db33c679b0b,2018-04-27,home_decor,online_medium,wolf,manufacturer,2018-04-11,22c29808c4f815213303f8933030604c,paid_search,16,124,1,12.0,10.0,11.280555555555555,4.0,5.0,67.57,1,1,1,538.0,2018-06-12,2018-06-22,1.0,2018-06-12,2018-06-22,45.0,4,4
ee2fbacc2fc3794e656cc4d933d59ce7,9d12ef1a7eca3ec58c545c678af7869c,fbf4aef3f6915dc0c3c97d6812522f6a,2018-05-18,small_appliances,online_big,cat,reseller,2018-04-11,b76ef37428e6799c421989521c0e5077,unknown,37,102,3,10.666666666666666,6.0,0.1822222222222222,6.333333333333333,4.333333333333333,17.91,2,2,2,464.97,2018-08-21,2018-08-30,2.0,2018-08-07,2018-08-13,80.0,5,4
7fc87cc3e89b3d1d5cabdca32f8485aa,a8387c01a09e99ce014107505b92388c,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-27,home_office_furniture,offline,cat,manufacturer,2018-02-22,2228a43ac0bc372e25f9569e69fc9015,paid_search,5,182,14,8.0,19.357142857142858,13.80799603174603,4.214285714285714,3.5714285714285716,48.708571428571425,9,14,14,2153.9000000000005,2018-08-02,2018-08-28,1.0,2018-05-02,2018-05-18,63.0,2,2
eba08391609dfda5c016fdd264f9383b,068066e24f0c643eb1d089c7dd20cd73,6565aa9ce3178a5caf6171827af3a9ba,2018-01-12,home_decor,online_medium,missing,reseller,2018-01-05,22c29808c4f815213303f8933030604c,organic_search,7,228,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,1,1
8b3317388df29d5fa94360a486ad3356,56bf83c4bb35763a51c2baab501b4c67,6565aa9ce3178a5caf6171827af3a9ba,2018-02-26,car_accessories,online_medium,cat,reseller,2018-02-16,22c29808c4f815213303f8933030604c,organic_search,10,184,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,2,2
134285d1f41da5c13a756ee8142c8a4e,a8387c01a09e99ce014107505b92388c,9e4d1098a3b0f5da39b0bc48f9876645,2018-04-03,car_accessories,online_big,cat,reseller,2018-03-19,4aab772aeb9833c170d8ea5413e02eac,paid_search,15,148,4,9.5,8.25,0.3309722222222222,6.75,2.75,20.232499999999998,2,3,3,1572.6999999999998,2018-08-16,2018-08-27,2.0,2018-06-10,2018-06-14,68.0,4,3
e9e446d01bd10a97a8ffcfc4a3a20cb2,09285259593c61296eef10c734121d5b,d3d1e91a157ea7f90548eef82f1955e3,2018-04-27,health_beauty,online_medium,cat,reseller,2018-04-04,58326e62183c14b0c03085c33b9fdc44,social,23,123,4,7.333333333333333,5.0,20.17666666666667,2.3333333333333335,3.5,7.39,4,4,4,60.05,2018-07-08,2018-07-12,1.0,2018-06-05,2018-06-09,39.0,4,4
6061155addc1e54b4cfb51c1c2a32ad8,a8387c01a09e99ce014107505b92388c,2695de1affa7750089c0455f8ce27021,2018-04-27,pet,online_small,cat,reseller,2018-04-05,22c29808c4f815213303f8933030604c,organic_search,22,123,35,7.914285714285715,5.628571428571429,20.849730158730154,4.085714285714285,4.714285714285714,26.230000000000004,15,28,28,15909.399999999998,2018-08-26,2018-08-30,5.0,2018-06-01,2018-06-09,34.0,4,4
bba8d0c234a52b87b3957037a215d1a4,56bf83c4bb35763a51c2baab501b4c67,c638112b43f1d1b86dcabb0da720c901,2018-02-22,home_decor,online_small,cat,manufacturer,2018-02-14,1e884e3078d9978e216a027ecd57fb34,direct_traffic,8,187,1,9.0,23.0,0.185,13.0,5.0,19.53,1,1,1,120.0,2018-05-04,2018-05-28,1.0,2018-05-04,2018-05-28,70.0,2,2
044668ccd5316b12a7cf0d54a156e3e9,56bf83c4bb35763a51c2baab501b4c67,4ef15afb4b2723d8f3d81e51ec7afefe,2018-01-31,food_drink,offline,missing,reseller,2018-01-23,b76ef37428e6799c421989521c0e5077,unknown,8,209,4,24.0,7.0,0.3115277777777778,5.25,5.0,13.3875,1,3,3,137.79999999999998,2018-08-20,2018-08-28,2.0,2018-08-08,2018-08-13,188.0,1,1
fc813dd7e04b8a1c9c10e8e9c10cd5f9,0a0fb2b07d841f84fb6714e35c723075,4ef15afb4b2723d8f3d81e51ec7afefe,2018-06-25,music_instruments,industry,cat,reseller,2018-05-24,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,32,64,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,6,5
224167f6e956da2f71c0e8dbdaa8bbf0,56bf83c4bb35763a51c2baab501b4c67,4ef15afb4b2723d8f3d81e51ec7afefe,2018-03-12,computers,offline,eagle,reseller,2018-02-28,b76ef37428e6799c421989521c0e5077,unknown,12,170,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,3,2
30a81d8cf85fb2ada1b1b094c9583a95,068066e24f0c643eb1d089c7dd20cd73,4ef15afb4b2723d8f3d81e51ec7afefe,2018-01-19,pet,online_top,missing,reseller,2018-01-03,b76ef37428e6799c421989521c0e5077,unknown,16,221,20,6.6,3.65,8.94304166666667,2.05,4.85,8.405000000000001,7,17,17,1245.42,2018-08-15,2018-08-17,2.0,2018-02-22,2018-02-23,33.0,1,1
7e417525a6ce49b708fd384e580fe3c4,a8387c01a09e99ce014107505b92388c,6565aa9ce3178a5caf6171827af3a9ba,2018-04-03,home_decor,online_medium,cat,manufacturer,2018-03-20,e492ee5eaf1697716985cc6f33f9cd9b,paid_search,14,147,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,3
b6cac2bb2d83cae903e336e6a993c795,34d40cdaf94010a1d05b0d6212f9e909,de63de0d10a6012430098db33c679b0b,2018-04-23,car_accessories,online_big,cat,reseller,2018-04-11,04a75b75d5f4f3a16b0178fbe382da00,unknown,12,128,0,,,,,,0.0,0,0,0,0.0,,,0.0,,,,4,4
